id,mu,phi,beta,lam,tau,H0,V0,modelname
Kim72,0.08130331731818023,2.4665571784744385e-07,2.8211788874870525,0.06025653673991267,0.7606958945481013,22689.85959373478,50409.52713877298,two_i
