id,mu,phi,beta,lam,tau,S0,V0,modelname
Baudoux34,0.10989594320698846,7.061178425192727e-09,61.19822752220596,0.47211516942503234,0.05262862027041376,1258214.7210876162,20259068.557900954,five_i
