id,mu,phi,beta,lam,tau,S0,V0,modelname
Kimura66,0.08336223269563184,1.4344020078165695e-08,463.34289337664455,0.8278245488536431,0.009592400242009124,14564.006122147397,434140.1389281775,two_i
