id,mu,phi,beta,lam,tau,S0,V0,modelname
Nagasaki29,0.054257087340016975,2.8772010580323747e-08,1124.0294308888606,0.5313391934099018,0.25180945488678397,1125.0793284152992,101438.52100237411,three_i
