id,mu,phi,beta,lam,tau,S0,V0,modelname
Baudoux32,0.024790769686306467,5.296275494282073e-10,297.16023134614005,0.01040110494212633,0.0799425576806889,1104080.7518525512,14545367.1663059,two_i
