id,mu,phi,beta,lam,tau,S0,V0,modelname
Tomaru51,0.054051999663489725,2.7333344761197677e-08,18.591548024174458,0.7052506093071121,48.56245504711639,4445.164385402655,4468812.668542527,five_i
