id,mu,phi,beta,lam,tau,H0,V0,modelname
Baudoux32,0.0909481326064445,1.6275399674869616e-08,39.24812517539074,5.79264970709395,0.46851179168824475,1546067.8606378995,132904338.28935616,five_i
