id,mu,phi,beta,lam,tau,S0,V0,modelname
Tomaru56,0.16039170620091445,2.1317523893015007e-08,97.34687395554432,0.006407131036808173,0.032614558068003015,7400.366387907511,2619633.7226244844,two_i
