id,mu,phi,beta,lam,tau,S0,V0,modelname
Baudoux34,0.09403425507353146,5.26904161388377e-09,52.515412884868745,0.4072780911149407,0.056857860602712654,1342982.5792787184,20884236.404919617,three_i
