id,mu,phi,beta,lam,tau,S0,V0,modelname
Nagasaki42,0.059610512597445785,2.0197093801439426e-08,71.09196383595724,1.8552109407541004,0.41137372187177557,100480.92402388931,8952.561945627496,two_i
