id,mu,phi,beta,lam,tau,S0,V0,modelname
Nagasaki29,0.059500118113681215,2.159798470133148e-08,560.1675336115113,0.004576469386570458,4.410191914076561,1239.9069785455101,117281.13764674212,five_i
