id,mu,phi,beta,lam,tau,S0,V0,modelname
Kimura67,0.011256293635290812,1.2594096825144408e-09,213.95591472446173,2.346631590989127,0.025446284123085163,1648024.6387113275,650380.6218342626,four_i
