id,mu,phi,beta,lam,tau,S0,V0,modelname
Johannessen70,0.0203592056945344,1.0851599742530752e-08,46.94419590202357,0.6841248988710147,0.039702096714420244,243529.10705890617,9163204.614757422,five_i
