id,mu,phi,beta,lam,tau,S0,V0,modelname
Tomaru57,0.040940689509694636,4.865669630685466e-09,1504.80160306026,0.2615176990461811,0.02833916303779841,9723.799434216733,1727588.9032925747,three_i
