id,mu,phi,beta,lam,tau,S0,V0,modelname
Johannessen69,0.11425519642683339,2.9684354423401842e-09,248.0605667424358,1.134561375621013,0.8831710192771761,246253.2463807484,15812556.844950456,three_i
