id,mu,phi,beta,lam,tau,H0,V0,modelname
Tomaru39,0.0019864721239042657,3.394484548880975e-10,9.497850886307289,2.018725685744821,0.39950432129771923,66765.08145924675,2498972.974536677,two_i
