id,mu,phi,beta,lam,tau,H0,V0,modelname
Baudoux3,0.023859210957963787,7.549144517783782e-10,344.21488546270757,0.09585807394151231,0.0635657339746949,1292275.7365569572,17767152.93976705,three_i
