id,mu,phi,beta,lam,tau,H0,V0,modelname
Nagasaki29,0.130795492504571,4.0046551836490913e-07,21.380004106189347,0.0077010736943501764,0.8454877526725666,1059.4292394180256,416679.91142712993,four_i
