id,mu,phi,beta,lam,tau,H0,V0,modelname
Sandaa26,0.08779607516551169,1.8604443344006225e-09,584.4737003506316,0.34497942760472744,0.058348358410241455,35507.8576609889,88621692.19094115,five_i
