id,mu,phi,beta,lam,tau,H0,V0,modelname
Nagasaki29,0.059988282725424,2.7566304871579963e-08,319.23663814602577,0.0393884351079512,6.711957330543201,472.8912581032089,118030.19808010818,five_i
