id,mu,phi,beta,lam,tau,H0,V0,modelname
Tomaru39,0.24809135225556392,3.266024637492551e-07,4.959303244677904,0.0034356694928273143,0.004600717732753623,25136.966413995513,2615825.5921928682,four_i
