id,mu,phi,beta,lam,tau,H0,V0,modelname
Eissler40,0.006212781540317119,4.0257139939778586e-09,10.31699610631079,0.22950818258255418,0.04980416859115897,7333083.424640303,9706148.020450972,two_i
