id,mu,phi,beta,lam,tau,H0,V0,modelname
Nagasaki29,0.06133400620716275,3.9361862940048866e-08,389.82137285817583,0.13189710498107618,0.25549180519313747,1428.7619167142402,98733.66719030184,two_i
