id,mu,phi,beta,lam,tau,H0,V0,modelname
Slagter2016a,0.043950408517931756,2.3328039565534394e-09,37.15540985918706,0.02295640840998983,0.39581319366556694,3697937.3018217897,4267220.776273885,three_i
