id,mu,phi,beta,lam,tau,H0,V0,modelname
Maat2016b,0.07180637535036119,2.551173052237587e-08,109.25924276011443,3.060956931825103,0.18960995869785768,1562798.4577331808,4174212.996118323,three_i
