id,mu,phi,beta,lam,tau,H0,V0,modelname
Castberg24,0.051868671900522155,1.5103024193261122e-09,46.297489921204495,0.6527462642600399,2.3073869508613383,97674.95112205832,20915060.105901394,two_i
