id,mu,phi,beta,lam,tau,H0,V0,modelname
Maat2016b,0.03648875635727689,5.837958635583314e-09,121.79954909814302,0.9527518775829922,0.17726277249050024,506100.62264666444,4043392.908492587,two_i
