id,mu,phi,beta,lam,tau,H0,V0,modelname
Slagter2016a,0.03779364610512446,2.2511846696995697e-09,45.50510859100603,0.11976399930770469,0.34623787429500624,115139.8068897876,3760531.024862954,two_i
