id,mu,phi,beta,lam,tau,H0,V0,modelname
Johannessen68,0.3177431596033726,1.0218823216561317e-08,29.997976531267934,0.5198407655367919,0.02463848470290397,86449.82108152944,44355852.35585928,five_i
