id,mu,phi,beta,lam,tau,H0,V0,modelname
Toyoda53,0.041676841990825386,3.1890501089454746e-08,217.6202712771308,4.025457886180793,0.25724281130799315,6030.304975678363,378246.78817162174,five_i
