id,mu,phi,beta,lam,tau,S0,V0,modelname
Kimura66,0.08704301915125569,1.4856209194205024e-08,400.0766565619939,0.03302620634801398,0.009743954067657665,13295.962881047684,426690.6690053048,four_i
