id,mu,phi,beta,lam,tau,S0,V0,modelname
Kimura66,0.08282375426277153,1.3688596979300235e-08,338.9536824387699,0.0796205846915045,0.011034554095544744,15783.699614753416,421958.14268063055,three_i
