id,time,abundance,logscale,organism,control
Tomaru57,47.99,46078.67687,TRUE,H,FALSE
Tomaru57,72.16,42657.95188,TRUE,H,FALSE
Tomaru57,95.82,19828.96289,TRUE,H,FALSE
Tomaru57,119.94,12416.52308,TRUE,H,FALSE
Tomaru57,144.03,5665.001119,TRUE,H,FALSE
Tomaru57,168.14,3113.866577,TRUE,H,FALSE
Tomaru57,0.22,2754862.961,TRUE,V,FALSE
Tomaru57,24.08,1627796.086,TRUE,V,FALSE
Tomaru57,47.84,12597953.47,TRUE,V,FALSE
Tomaru57,71.87,26940149.41,TRUE,V,FALSE
Tomaru57,95.86,70000315.91,TRUE,V,FALSE
Tomaru57,119.8,221054825.6,TRUE,V,FALSE
Tomaru57,144.15,101391138.6,TRUE,V,FALSE
Tomaru57,168.05,50268971.54,TRUE,V,FALSE
Toyoda53,0.58,107770.5254,TRUE,H,TRUE
Toyoda53,12.95,255152.6011,TRUE,H,TRUE
Toyoda53,25.34,336821.6508,TRUE,H,TRUE
Toyoda53,36.47,462274.5665,TRUE,H,TRUE
Toyoda53,48.6,659781.2965,TRUE,H,TRUE
Toyoda53,59.99,805563.9078,TRUE,H,TRUE
Toyoda53,72.38,1063653.075,TRUE,H,TRUE
Toyoda53,84.02,915166.2593,TRUE,H,TRUE
Toyoda53,96.17,956753.3686,TRUE,H,TRUE
Toyoda53,108.06,1039680.743,TRUE,H,TRUE
Toyoda53,0.58,107770.5254,TRUE,H,FALSE
Toyoda53,12.71,172862.1857,TRUE,H,FALSE
Toyoda53,25.35,228296.8925,TRUE,H,FALSE
Toyoda53,36.49,257869.513,TRUE,H,FALSE
Toyoda53,48.91,119069.3547,TRUE,H,FALSE
Toyoda53,60.64,8163.94368,TRUE,H,FALSE
Toyoda53,72.29,6010.353281,TRUE,H,FALSE
Toyoda53,84.45,4094.491746,TRUE,H,FALSE
Toyoda53,96.65,868.1604556,TRUE,H,FALSE
Toyoda53,108,1.039680743,TRUE,H,FALSE
Toyoda53,0.12,412097.5191,TRUE,V,FALSE
Toyoda53,11.92,411244.4027,TRUE,V,FALSE
Toyoda53,23.92,1577248.053,TRUE,V,FALSE
Toyoda53,34.8,18496944.78,TRUE,V,FALSE
Toyoda53,46.74,30690219.88,TRUE,V,FALSE
Toyoda53,58.56,91285121.93,TRUE,V,FALSE
Toyoda53,70.82,88817797.63,TRUE,V,FALSE
Toyoda53,82.81,34625814.65,TRUE,V,FALSE
Toyoda53,94.53,53210825.93,TRUE,V,FALSE
Toyoda53,107.67,55859880.21,TRUE,V,FALSE
